geoid,total_pop,state,county,pctpov,pctpoc,unemplrate,medhhinc,dep_ratio,child_perc,seniorperc,treecanopy,area,source,avg_temp,ua_name,incorpname,congressio,biome,bgpopdense,popadjust,tc_gap,tc_goal,phys_hlth,ment_hlth,asthma,core_m,core_w,core_norm,healthnorm,priority,tes,tesctyscor
"330110105004",964.000000000000000,NH,Hillsborough County,0.384697130712009,0.398340248962656,0.143589743589743,41410.000000000000000,0.283621837549933,0.175311203319502,0.045643153526971,-1.000000000000000,0.285624000000000,ED,90.353189768476398,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,3375.066521020642085,1.000000000000000,0.222959555219449,-1.000000000000000,14.199999999999999,18.600000000000001,12.400000000000000,25.500000000000000,22.899999999999999,0.205009276437848,0.640762107717189,0.508155868593868,68.350756066580431,84.952881730008272
"330110105005",1200.000000000000000,NH,Hillsborough County,0.541666666666667,0.331666666666667,0.143654114365411,33420.000000000000000,0.379310344827586,0.204166666666667,0.070833333333333,-1.000000000000000,0.288980000000000,ED,92.620891138607675,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,4152.536507716797132,0.800000000000000,0.160400719772995,-1.000000000000000,14.199999999999999,18.600000000000001,12.400000000000000,25.500000000000000,22.899999999999999,0.205009276437848,0.640762107717189,0.556520638830690,75.063936652466637,84.952881730008272
"330110106001",1388.000000000000000,NH,Hillsborough County,0.314121037463977,0.377521613832853,0.103448275862069,33660.000000000000000,0.323164918970448,0.179394812680115,0.064841498559078,-1.000000000000000,0.618117000000000,ED,92.735125077527385,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,2245.529568026764991,1.000000000000000,0.215517127016406,-1.000000000000000,13.199999999999999,16.300000000000001,11.800000000000001,28.300000000000001,24.800000000000001,0.375695732838590,0.557913051193611,0.460737958317407,72.261939744104666,84.952881730008272
"330110106002",1257.000000000000000,NH,Hillsborough County,0.159904534606205,0.107398568019093,0.067237163814181,77763.000000000000000,0.551851851851852,0.171042163882259,0.184566428003182,-1.000000000000000,0.444316000000000,ED,92.252120446254764,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,2829.067600536556256,1.000000000000000,0.216108355314686,-1.000000000000000,13.199999999999999,16.300000000000001,11.800000000000001,28.300000000000001,24.800000000000001,0.375695732838590,0.557913051193611,0.349973040328438,78.872580611170591,84.952881730008272
"330110106003",1736.000000000000000,NH,Hillsborough County,0.312211981566820,0.189516129032258,0.039925719591458,57139.000000000000000,0.532215357458076,0.255184331797235,0.092165898617511,-1.000000000000000,0.439393000000000,ED,89.632936507936506,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,3950.904998486548266,1.000000000000000,0.147813460842571,-1.000000000000000,13.199999999999999,16.300000000000001,11.800000000000001,28.300000000000001,24.800000000000001,0.375695732838590,0.557913051193611,0.356011890867276,85.299950606329247,84.952881730008272
"330110106004",1309.000000000000000,NH,Hillsborough County,0.485103132161956,0.311688311688312,0.109090909090909,0.000000000000000,0.594397076735688,0.220779220779221,0.152024446142093,-1.000000000000000,0.819718000000000,ED,87.735737732683830,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,1596.890637999897535,1.200000000000000,0.145766763691904,-1.000000000000000,13.199999999999999,16.300000000000001,11.800000000000001,28.300000000000001,24.800000000000001,0.375695732838590,0.557913051193611,0.474570710073605,80.675879050545518,84.952881730008272
"330110107001",685.000000000000000,NH,Hillsborough County,0.748905109489051,0.270072992700730,0.057228915662651,24338.000000000000000,0.356435643564356,0.134306569343066,0.128467153284672,-1.000000000000000,0.273708000000000,ED,99.345645259672366,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,2502.667075861867488,1.000000000000000,0.357980767825566,-1.000000000000000,18.100000000000001,17.600000000000001,12.500000000000000,24.600000000000001,19.100000000000001,0.041666666666667,0.682133838383838,0.573023069806583,42.697693019341685,84.952881730008272
"330110107002",822.000000000000000,NH,Hillsborough County,0.605744125326371,0.186131386861314,0.078260869565217,20208.000000000000000,0.542213883677298,0.064476885644769,0.287104622871046,-1.000000000000000,0.511851000000000,ED,95.862115415125885,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,1605.936102498578748,1.200000000000000,0.343325459948305,-1.000000000000000,18.100000000000001,17.600000000000001,12.500000000000000,24.600000000000001,19.100000000000001,0.041666666666667,0.682133838383838,0.528788805757969,49.285918052214349,84.952881730008272
"330110108001",1396.000000000000000,NH,Hillsborough County,0.289398280802292,0.240687679083094,0.060364464692483,42664.000000000000000,0.397397397397397,0.090974212034384,0.193409742120344,-1.000000000000000,1.747815000000000,ED,87.171280754044062,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,798.711534115452764,1.200000000000000,0.109087174557948,-1.000000000000000,16.100000000000001,19.600000000000001,12.900000000000000,23.500000000000000,21.500000000000000,0.081632653061224,0.718861771512729,0.374945633235730,88.574313645123866,84.952881730008272
"330110108002",789.000000000000000,NH,Hillsborough County,0.569074778200254,0.517110266159696,0.000000000000000,38194.000000000000000,0.341836734693877,0.196451204055767,0.058301647655260,-1.000000000000000,0.243388000000000,ED,92.455719557195579,"Nashua, NH--MA",Nashua,NH Congressional District 2,Forest,3241.737472677370988,1.000000000000000,0.191920719180896,-1.000000000000000,16.100000000000001,19.600000000000001,12.900000000000000,23.500000000000000,21.500000000000000,0.081632653061224,0.718861771512729,0.484808133802898,74.008456859464985,84.952881730008272
